J1635+381,"4C 38.41,HB89 1633+382",248.8146,38.1346,ExtraGalactic-AGN,-0.005215,-1.49
J1638-643,"TrA Cluster,1RXS J163818.3-642107",249.567083,-64.347222,ExtraGalactic-Cluster_of_Galaxies,0.01215,3.471
J1640-537,"H 1636-536,V801 Ara",250.2312,-53.7514,Galactic-Compact-Binary-NS/BH,0.221153,63.187
J1641-455,IGR J16418-4532,250.4625,-45.5403,Galactic-Compact-Binary-NS/BH,,-1
J1642+398,3C 345,250.745,39.8103,ExtraGalactic-AGN,,-1
J1645-456,"GX 340+0,1RXS J164547.8-453642",251.4487,-45.6111,Galactic-Compact-Binary-NS/BH,1.74647,498.991
J1647-458,CXOU J164710.2-455216,251.7925,-45.8711,Galactic-Compact-Isolated,,-1
J1650-499,"XTE J1650-500,GHJ2008 3",252.5042,-49.9625,Galactic-Compact-Binary-BH,-0.02235,-6.386
J1652-453,XTE J1652-453,253.0847,-45.3443,Galactic-Compact-Binary-NS/BH,,-1
J1653+397,Mrk 501,253.4676,39.7602,ExtraGalactic-AGN,0.023261,6.646
J1654-398,"GRO J1655-40,V1033 Sco",253.5006,-39.8458,Galactic-Compact-Binary-NS,0.186297,53.228
J1657+353,"Her X-1,HZ Her",254.4575,35.3423,Galactic-Compact-Binary-Pulsar,0.036811,10.517
J1700+685,"2MASSi J1700092+683007,GB6 J1700+6830",255.0387,68.5019,ExtraGalactic-AGN,,-1
J1700-416,"OAO 1657-41,H 1657-415,Roche star 10B",255.1996,-41.6731,Galactic-Compact-Binary-Pulsar,0.052214,14.918
J1700-461,XTE J1701-462,255.2436,-46.1857,Galactic-Compact-Binary-NS/BH,0.101542,29.012
J1701-408,XTE J1701-407,255.4346,-40.8583,Galactic-Compact-Binary-NS/BH,0.047441,13.555
J1702-299,"H 1658-298,V2134 Oph",255.5273,-29.9456,Galactic-Compact-Binary-NS/BH,0.011089,3.168
J1702-487,"GX 339-4,V821 Ara",255.7063,-48.7897,Galactic-Compact-Binary-BH,0.34465,98.471
J1703+787,Abell 2256,255.9313,78.7175,ExtraGalactic-Cluster_of_Galaxies,,-1
J1703-378,"H 1700-377,V884 Sco",255.9866,-37.8441,Galactic-Compact-Binary-NS,,-1
J1705-364,"GX 349+2,V1101 Sco",256.4354,-36.4231,Galactic-Compact-Binary-NS/BH,2.710808,774.517
J1706+239,"4U 1700+24,V934 Her",256.6438,23.9718,Galactic-Compact-Binary-NS,0.060359,17.245
J1706-430,"4U 1702-429,H 1702-429,Ara X-1,SAXWFC J1706.2-4302.0",256.5638,-43.0358,Galactic-Compact-Binary-NS/BH,,-1
J1706-617,IGR J17062-6143,256.686,-61.755001,Galactic-Compact-Binary-NS,0.032242,9.212
J1708-250,H 1705-250,257.0608,-25.0914,Galactic-Compact-Binary-BH,,-1
J1708-323,"4U 1705-32,1RXS J170854.4-321857",257.2261,-32.3325,Galactic-Compact-Binary-NS/BH,0.081892,23.398
J1708-401,"1RXS J170849.0-400910,RXS J170849.0-400910",257.2042,-40.1528,Galactic-Compact-Binary-NS/BH,,-1
J1708-441,"4U 1705-440,SAXWFC J1708.9-4406.9",257.227,-44.1021,Galactic-Compact-Binary-NS/BH,1.009043,288.298
J1709-266,"XTE J1709-267,1RXS J170930.2-263927,RX J1709.5-2639",257.3767,-26.6555,Galactic-Compact-Binary-NS/BH,0.086169,24.62
J1709-364,IGR J17091-3624,257.275,-36.41,Galactic-Compact-Binary-NS/BH,,-1
J1709-364,IGR J17098-3626,257.45,-36.4333,Others,,-1
J1710-281,"1RXS J171012.3-280754,XTE J1710-281",257.5512,-28.1317,Galactic-Compact-Binary-NS/BH,0.004719,1.348
J1712-233,Ophiuchus Cluster,258.1082,-23.3759,ExtraGalactic-Cluster_of_Galaxies,0.120814,34.518
J1712-376,SAX J1712.6-3739,258.1417,-37.6433,Galactic-Compact-Binary-NS/BH,0.057466,16.419
J1712-408,"4U 1708-40,1RXS J171224.8-405034,3A 1708-407",258.0993,-40.8428,Galactic-Compact-Binary-NS/BH,0.214224,61.207
J1713-423,Swift J1713.4-4219,258.361,-42.327,Galactic-Compact-Binary-NS/BH,,-1
J1714-340,4U 1711-34,258.58,-34.0494,Galactic-Compact-Binary-NS,0.116095,33.17
J1715-388,"1RXS J171557.7-385152,XTE J1716-389",258.9904,-38.8644,Galactic-Compact-Binary-NS/BH,,-1
J1726-288,"V2674 Oph,Nova Oph 2010 No. 2",261.6338,-28.8275,Galactic-Compact-Binary-WD,0.165871,47.392
J1727-308,"Terzan 2,4U 1724-307,ESO 454-SC 029,4U 1722-30",261.88811,-30.80289,Galactic-Compact-Binary-NS/BH,0.110961,31.703
J1730-214,Kepler SNR,262.6499,-21.4823,Galactic-SNR,,-1
J1731-169,"GX 9+9,V2216 Oph",262.9342,-16.9617,Galactic-Compact-Binary-NS,2.315291,661.512
J1731-338,"GX 354-0,4U 1728-34,Slow Burster,1RXS J173157.7-335007",262.9892,-33.8347,Galactic-Compact-Binary-NS/BH,0.337053,96.301
J1732-247,"GX 1+4,V2116 Oph",263.0079,-24.7458,Galactic-Compact-Binary-Pulsar,-0.061886,-17.682
